,strain,gene,genotype,growth_rate
4000,seg_02B,gene_13314,Lab strain,4.92432415390247
4001,seg_02C,gene_1,Wild isolate,4.41340197652954
4002,seg_02C,gene_14,Wild isolate,4.41340197652954
4003,seg_02C,gene_27,Wild isolate,4.41340197652954
4004,seg_02C,gene_40,Lab strain,4.41340197652954
4005,seg_02C,gene_54,Lab strain,4.41340197652954
4006,seg_02C,gene_67,Lab strain,4.41340197652954
4007,seg_02C,gene_80,Lab strain,4.41340197652954
4008,seg_02C,gene_94,Lab strain,4.41340197652954
4009,seg_02C,gene_107,Wild isolate,4.41340197652954
4010,seg_02C,gene_120,Wild isolate,4.41340197652954
4011,seg_02C,gene_134,Wild isolate,4.41340197652954
4012,seg_02C,gene_147,Wild isolate,4.41340197652954
4013,seg_02C,gene_160,Wild isolate,4.41340197652954
4014,seg_02C,gene_174,Wild isolate,4.41340197652954
4015,seg_02C,gene_187,Wild isolate,4.41340197652954
4016,seg_02C,gene_200,Lab strain,4.41340197652954
4017,seg_02C,gene_214,Wild isolate,4.41340197652954
4018,seg_02C,gene_227,Wild isolate,4.41340197652954
4019,seg_02C,gene_240,Wild isolate,4.41340197652954
4020,seg_02C,gene_254,Wild isolate,4.41340197652954
4021,seg_02C,gene_267,Wild isolate,4.41340197652954
4022,seg_02C,gene_280,Wild isolate,4.41340197652954
4023,seg_02C,gene_294,Wild isolate,4.41340197652954
4024,seg_02C,gene_307,Wild isolate,4.41340197652954
4025,seg_02C,gene_320,Wild isolate,4.41340197652954
4026,seg_02C,gene_334,Wild isolate,4.41340197652954
4027,seg_02C,gene_347,Wild isolate,4.41340197652954
4028,seg_02C,gene_360,Wild isolate,4.41340197652954
4029,seg_02C,gene_374,Wild isolate,4.41340197652954
4030,seg_02C,gene_387,Wild isolate,4.41340197652954
4031,seg_02C,gene_400,Wild isolate,4.41340197652954
4032,seg_02C,gene_414,Wild isolate,4.41340197652954
4033,seg_02C,gene_427,Wild isolate,4.41340197652954
4034,seg_02C,gene_440,Wild isolate,4.41340197652954
4035,seg_02C,gene_454,Wild isolate,4.41340197652954
4036,seg_02C,gene_467,Wild isolate,4.41340197652954
4037,seg_02C,gene_480,Wild isolate,4.41340197652954
4038,seg_02C,gene_494,Wild isolate,4.41340197652954
4039,seg_02C,gene_507,Wild isolate,4.41340197652954
4040,seg_02C,gene_520,Wild isolate,4.41340197652954
4041,seg_02C,gene_534,Wild isolate,4.41340197652954
4042,seg_02C,gene_547,Wild isolate,4.41340197652954
4043,seg_02C,gene_560,Lab strain,4.41340197652954
4044,seg_02C,gene_574,Lab strain,4.41340197652954
4045,seg_02C,gene_587,Lab strain,4.41340197652954
4046,seg_02C,gene_600,Lab strain,4.41340197652954
4047,seg_02C,gene_614,Lab strain,4.41340197652954
4048,seg_02C,gene_627,Lab strain,4.41340197652954
4049,seg_02C,gene_640,Lab strain,4.41340197652954
4050,seg_02C,gene_653,Lab strain,4.41340197652954
4051,seg_02C,gene_667,Lab strain,4.41340197652954
4052,seg_02C,gene_680,Lab strain,4.41340197652954
4053,seg_02C,gene_693,Lab strain,4.41340197652954
4054,seg_02C,gene_707,Lab strain,4.41340197652954
4055,seg_02C,gene_720,Lab strain,4.41340197652954
4056,seg_02C,gene_733,Lab strain,4.41340197652954
4057,seg_02C,gene_747,Lab strain,4.41340197652954
4058,seg_02C,gene_760,Lab strain,4.41340197652954
4059,seg_02C,gene_773,Lab strain,4.41340197652954
4060,seg_02C,gene_787,Lab strain,4.41340197652954
4061,seg_02C,gene_800,Lab strain,4.41340197652954
4062,seg_02C,gene_813,Lab strain,4.41340197652954
4063,seg_02C,gene_827,Lab strain,4.41340197652954
4064,seg_02C,gene_840,Lab strain,4.41340197652954
4065,seg_02C,gene_853,Lab strain,4.41340197652954
4066,seg_02C,gene_867,Lab strain,4.41340197652954
4067,seg_02C,gene_880,Lab strain,4.41340197652954
4068,seg_02C,gene_893,Lab strain,4.41340197652954
4069,seg_02C,gene_907,Lab strain,4.41340197652954
4070,seg_02C,gene_920,Lab strain,4.41340197652954
4071,seg_02C,gene_933,Lab strain,4.41340197652954
4072,seg_02C,gene_947,Lab strain,4.41340197652954
4073,seg_02C,gene_960,Lab strain,4.41340197652954
4074,seg_02C,gene_973,Lab strain,4.41340197652954
4075,seg_02C,gene_987,Lab strain,4.41340197652954
4076,seg_02C,gene_1000,Lab strain,4.41340197652954
4077,seg_02C,gene_1013,Lab strain,4.41340197652954
4078,seg_02C,gene_1027,Lab strain,4.41340197652954
4079,seg_02C,gene_1040,Lab strain,4.41340197652954
4080,seg_02C,gene_1053,Lab strain,4.41340197652954
4081,seg_02C,gene_1067,Lab strain,4.41340197652954
4082,seg_02C,gene_1080,Lab strain,4.41340197652954
4083,seg_02C,gene_1093,Lab strain,4.41340197652954
4084,seg_02C,gene_1107,Lab strain,4.41340197652954
4085,seg_02C,gene_1120,Lab strain,4.41340197652954
4086,seg_02C,gene_1133,Lab strain,4.41340197652954
4087,seg_02C,gene_1147,Lab strain,4.41340197652954
4088,seg_02C,gene_1160,Lab strain,4.41340197652954
4089,seg_02C,gene_1173,Lab strain,4.41340197652954
4090,seg_02C,gene_1187,Lab strain,4.41340197652954
4091,seg_02C,gene_1200,Lab strain,4.41340197652954
4092,seg_02C,gene_1213,Lab strain,4.41340197652954
4093,seg_02C,gene_1227,Wild isolate,4.41340197652954
4094,seg_02C,gene_1240,Wild isolate,4.41340197652954
4095,seg_02C,gene_1253,Wild isolate,4.41340197652954
4096,seg_02C,gene_1267,Wild isolate,4.41340197652954
4097,seg_02C,gene_1280,Wild isolate,4.41340197652954
4098,seg_02C,gene_1293,Wild isolate,4.41340197652954
4099,seg_02C,gene_1306,Wild isolate,4.41340197652954
4100,seg_02C,gene_1320,Wild isolate,4.41340197652954
4101,seg_02C,gene_1333,Wild isolate,4.41340197652954
4102,seg_02C,gene_1346,Wild isolate,4.41340197652954
4103,seg_02C,gene_1360,Wild isolate,4.41340197652954
4104,seg_02C,gene_1373,Wild isolate,4.41340197652954
4105,seg_02C,gene_1386,Lab strain,4.41340197652954
4106,seg_02C,gene_1400,Lab strain,4.41340197652954
4107,seg_02C,gene_1413,Wild isolate,4.41340197652954
4108,seg_02C,gene_1426,Wild isolate,4.41340197652954
4109,seg_02C,gene_1440,Wild isolate,4.41340197652954
4110,seg_02C,gene_1453,Lab strain,4.41340197652954
4111,seg_02C,gene_1466,Lab strain,4.41340197652954
4112,seg_02C,gene_1480,Lab strain,4.41340197652954
4113,seg_02C,gene_1493,Lab strain,4.41340197652954
4114,seg_02C,gene_1506,Lab strain,4.41340197652954
4115,seg_02C,gene_1520,Lab strain,4.41340197652954
4116,seg_02C,gene_1533,Wild isolate,4.41340197652954
4117,seg_02C,gene_1546,Wild isolate,4.41340197652954
4118,seg_02C,gene_1560,Wild isolate,4.41340197652954
4119,seg_02C,gene_1573,Wild isolate,4.41340197652954
4120,seg_02C,gene_1586,Wild isolate,4.41340197652954
4121,seg_02C,gene_1600,Wild isolate,4.41340197652954
4122,seg_02C,gene_1613,Wild isolate,4.41340197652954
4123,seg_02C,gene_1626,Wild isolate,4.41340197652954
4124,seg_02C,gene_1640,Wild isolate,4.41340197652954
4125,seg_02C,gene_1653,Wild isolate,4.41340197652954
4126,seg_02C,gene_1666,Wild isolate,4.41340197652954
4127,seg_02C,gene_1680,Wild isolate,4.41340197652954
4128,seg_02C,gene_1693,Wild isolate,4.41340197652954
4129,seg_02C,gene_1706,Wild isolate,4.41340197652954
4130,seg_02C,gene_1720,Wild isolate,4.41340197652954
4131,seg_02C,gene_1733,Wild isolate,4.41340197652954
4132,seg_02C,gene_1746,Wild isolate,4.41340197652954
4133,seg_02C,gene_1760,Wild isolate,4.41340197652954
4134,seg_02C,gene_1773,Lab strain,4.41340197652954
4135,seg_02C,gene_1786,Lab strain,4.41340197652954
4136,seg_02C,gene_1800,Lab strain,4.41340197652954
4137,seg_02C,gene_1813,Lab strain,4.41340197652954
4138,seg_02C,gene_1826,Lab strain,4.41340197652954
4139,seg_02C,gene_1840,Lab strain,4.41340197652954
4140,seg_02C,gene_1853,Lab strain,4.41340197652954
4141,seg_02C,gene_1866,Lab strain,4.41340197652954
4142,seg_02C,gene_1880,Lab strain,4.41340197652954
4143,seg_02C,gene_1893,Lab strain,4.41340197652954
4144,seg_02C,gene_1906,Lab strain,4.41340197652954
4145,seg_02C,gene_1919,Lab strain,4.41340197652954
4146,seg_02C,gene_1933,Lab strain,4.41340197652954
4147,seg_02C,gene_1946,Lab strain,4.41340197652954
4148,seg_02C,gene_1959,Lab strain,4.41340197652954
4149,seg_02C,gene_1973,Lab strain,4.41340197652954
4150,seg_02C,gene_1986,Lab strain,4.41340197652954
4151,seg_02C,gene_1999,Lab strain,4.41340197652954
4152,seg_02C,gene_2013,Wild isolate,4.41340197652954
4153,seg_02C,gene_2026,Lab strain,4.41340197652954
4154,seg_02C,gene_2039,Lab strain,4.41340197652954
4155,seg_02C,gene_2053,Lab strain,4.41340197652954
4156,seg_02C,gene_2066,Lab strain,4.41340197652954
4157,seg_02C,gene_2079,Lab strain,4.41340197652954
4158,seg_02C,gene_2093,Lab strain,4.41340197652954
4159,seg_02C,gene_2106,Lab strain,4.41340197652954
4160,seg_02C,gene_2119,Wild isolate,4.41340197652954
4161,seg_02C,gene_2133,Wild isolate,4.41340197652954
4162,seg_02C,gene_2146,Wild isolate,4.41340197652954
4163,seg_02C,gene_2159,Wild isolate,4.41340197652954
4164,seg_02C,gene_2173,Wild isolate,4.41340197652954
4165,seg_02C,gene_2186,Wild isolate,4.41340197652954
4166,seg_02C,gene_2199,Wild isolate,4.41340197652954
4167,seg_02C,gene_2213,Wild isolate,4.41340197652954
4168,seg_02C,gene_2226,Wild isolate,4.41340197652954
4169,seg_02C,gene_2239,Wild isolate,4.41340197652954
4170,seg_02C,gene_2253,Wild isolate,4.41340197652954
4171,seg_02C,gene_2266,Wild isolate,4.41340197652954
4172,seg_02C,gene_2279,Wild isolate,4.41340197652954
4173,seg_02C,gene_2293,Wild isolate,4.41340197652954
4174,seg_02C,gene_2306,Wild isolate,4.41340197652954
4175,seg_02C,gene_2319,Wild isolate,4.41340197652954
4176,seg_02C,gene_2333,Wild isolate,4.41340197652954
4177,seg_02C,gene_2346,Wild isolate,4.41340197652954
4178,seg_02C,gene_2359,Wild isolate,4.41340197652954
4179,seg_02C,gene_2373,Wild isolate,4.41340197652954
4180,seg_02C,gene_2386,Wild isolate,4.41340197652954
4181,seg_02C,gene_2399,Wild isolate,4.41340197652954
4182,seg_02C,gene_2413,Wild isolate,4.41340197652954
4183,seg_02C,gene_2426,Wild isolate,4.41340197652954
4184,seg_02C,gene_2439,Wild isolate,4.41340197652954
4185,seg_02C,gene_2453,Wild isolate,4.41340197652954
4186,seg_02C,gene_2466,Wild isolate,4.41340197652954
4187,seg_02C,gene_2479,Wild isolate,4.41340197652954
4188,seg_02C,gene_2493,Wild isolate,4.41340197652954
4189,seg_02C,gene_2506,Wild isolate,4.41340197652954
4190,seg_02C,gene_2519,Wild isolate,4.41340197652954
4191,seg_02C,gene_2533,Wild isolate,4.41340197652954
4192,seg_02C,gene_2546,Wild isolate,4.41340197652954
4193,seg_02C,gene_2559,Wild isolate,4.41340197652954
4194,seg_02C,gene_2572,Wild isolate,4.41340197652954
4195,seg_02C,gene_2586,Wild isolate,4.41340197652954
4196,seg_02C,gene_2599,Wild isolate,4.41340197652954
4197,seg_02C,gene_2612,Wild isolate,4.41340197652954
4198,seg_02C,gene_2626,Lab strain,4.41340197652954
4199,seg_02C,gene_2639,Lab strain,4.41340197652954
4200,seg_02C,gene_2652,Lab strain,4.41340197652954
4201,seg_02C,gene_2666,Lab strain,4.41340197652954
4202,seg_02C,gene_2679,Lab strain,4.41340197652954
4203,seg_02C,gene_2692,Lab strain,4.41340197652954
4204,seg_02C,gene_2706,Lab strain,4.41340197652954
4205,seg_02C,gene_2719,Lab strain,4.41340197652954
4206,seg_02C,gene_2732,Lab strain,4.41340197652954
4207,seg_02C,gene_2746,Lab strain,4.41340197652954
4208,seg_02C,gene_2759,Lab strain,4.41340197652954
4209,seg_02C,gene_2772,Lab strain,4.41340197652954
4210,seg_02C,gene_2786,Lab strain,4.41340197652954
4211,seg_02C,gene_2799,Lab strain,4.41340197652954
4212,seg_02C,gene_2812,Wild isolate,4.41340197652954
4213,seg_02C,gene_2826,Wild isolate,4.41340197652954
4214,seg_02C,gene_2839,Wild isolate,4.41340197652954
4215,seg_02C,gene_2852,Wild isolate,4.41340197652954
4216,seg_02C,gene_2866,Wild isolate,4.41340197652954
4217,seg_02C,gene_2879,Wild isolate,4.41340197652954
4218,seg_02C,gene_2892,Wild isolate,4.41340197652954
4219,seg_02C,gene_2906,Wild isolate,4.41340197652954
4220,seg_02C,gene_2919,Wild isolate,4.41340197652954
4221,seg_02C,gene_2932,Wild isolate,4.41340197652954
4222,seg_02C,gene_2946,Wild isolate,4.41340197652954
4223,seg_02C,gene_2959,Wild isolate,4.41340197652954
4224,seg_02C,gene_2972,Wild isolate,4.41340197652954
4225,seg_02C,gene_2986,Wild isolate,4.41340197652954
4226,seg_02C,gene_2999,Wild isolate,4.41340197652954
4227,seg_02C,gene_3012,Wild isolate,4.41340197652954
4228,seg_02C,gene_3026,Lab strain,4.41340197652954
4229,seg_02C,gene_3039,Lab strain,4.41340197652954
4230,seg_02C,gene_3052,Lab strain,4.41340197652954
4231,seg_02C,gene_3066,Lab strain,4.41340197652954
4232,seg_02C,gene_3079,Lab strain,4.41340197652954
4233,seg_02C,gene_3092,Lab strain,4.41340197652954
4234,seg_02C,gene_3106,Lab strain,4.41340197652954
4235,seg_02C,gene_3119,Lab strain,4.41340197652954
4236,seg_02C,gene_3132,Lab strain,4.41340197652954
4237,seg_02C,gene_3146,Lab strain,4.41340197652954
4238,seg_02C,gene_3159,Lab strain,4.41340197652954
4239,seg_02C,gene_3172,Lab strain,4.41340197652954
4240,seg_02C,gene_3185,Lab strain,4.41340197652954
4241,seg_02C,gene_3199,Lab strain,4.41340197652954
4242,seg_02C,gene_3212,Wild isolate,4.41340197652954
4243,seg_02C,gene_3225,Wild isolate,4.41340197652954
4244,seg_02C,gene_3239,Wild isolate,4.41340197652954
4245,seg_02C,gene_3252,Wild isolate,4.41340197652954
4246,seg_02C,gene_3265,Wild isolate,4.41340197652954
4247,seg_02C,gene_3279,Wild isolate,4.41340197652954
4248,seg_02C,gene_3292,Wild isolate,4.41340197652954
4249,seg_02C,gene_3305,Lab strain,4.41340197652954
4250,seg_02C,gene_3319,Lab strain,4.41340197652954
4251,seg_02C,gene_3332,Lab strain,4.41340197652954
4252,seg_02C,gene_3345,Lab strain,4.41340197652954
4253,seg_02C,gene_3359,Lab strain,4.41340197652954
4254,seg_02C,gene_3372,Lab strain,4.41340197652954
4255,seg_02C,gene_3385,Lab strain,4.41340197652954
4256,seg_02C,gene_3399,Lab strain,4.41340197652954
4257,seg_02C,gene_3412,Lab strain,4.41340197652954
4258,seg_02C,gene_3425,Lab strain,4.41340197652954
4259,seg_02C,gene_3439,Lab strain,4.41340197652954
4260,seg_02C,gene_3452,Lab strain,4.41340197652954
4261,seg_02C,gene_3465,Lab strain,4.41340197652954
4262,seg_02C,gene_3479,Lab strain,4.41340197652954
4263,seg_02C,gene_3492,Lab strain,4.41340197652954
4264,seg_02C,gene_3505,Lab strain,4.41340197652954
4265,seg_02C,gene_3519,Lab strain,4.41340197652954
4266,seg_02C,gene_3532,Lab strain,4.41340197652954
4267,seg_02C,gene_3545,Lab strain,4.41340197652954
4268,seg_02C,gene_3559,Lab strain,4.41340197652954
4269,seg_02C,gene_3572,Lab strain,4.41340197652954
4270,seg_02C,gene_3585,Lab strain,4.41340197652954
4271,seg_02C,gene_3599,Lab strain,4.41340197652954
4272,seg_02C,gene_3612,Lab strain,4.41340197652954
4273,seg_02C,gene_3625,Lab strain,4.41340197652954
4274,seg_02C,gene_3639,Lab strain,4.41340197652954
4275,seg_02C,gene_3652,Lab strain,4.41340197652954
4276,seg_02C,gene_3665,Lab strain,4.41340197652954
4277,seg_02C,gene_3679,Lab strain,4.41340197652954
4278,seg_02C,gene_3692,Lab strain,4.41340197652954
4279,seg_02C,gene_3705,Lab strain,4.41340197652954
4280,seg_02C,gene_3719,Lab strain,4.41340197652954
4281,seg_02C,gene_3732,Lab strain,4.41340197652954
4282,seg_02C,gene_3745,Lab strain,4.41340197652954
4283,seg_02C,gene_3759,Lab strain,4.41340197652954
4284,seg_02C,gene_3772,Lab strain,4.41340197652954
4285,seg_02C,gene_3785,Lab strain,4.41340197652954
4286,seg_02C,gene_3799,Lab strain,4.41340197652954
4287,seg_02C,gene_3812,Wild isolate,4.41340197652954
4288,seg_02C,gene_3825,Wild isolate,4.41340197652954
4289,seg_02C,gene_3838,Wild isolate,4.41340197652954
4290,seg_02C,gene_3852,Wild isolate,4.41340197652954
4291,seg_02C,gene_3865,Wild isolate,4.41340197652954
4292,seg_02C,gene_3878,Wild isolate,4.41340197652954
4293,seg_02C,gene_3892,Wild isolate,4.41340197652954
4294,seg_02C,gene_3905,Wild isolate,4.41340197652954
4295,seg_02C,gene_3918,Wild isolate,4.41340197652954
4296,seg_02C,gene_3932,Wild isolate,4.41340197652954
4297,seg_02C,gene_3945,Wild isolate,4.41340197652954
4298,seg_02C,gene_3958,Wild isolate,4.41340197652954
4299,seg_02C,gene_3972,Wild isolate,4.41340197652954
4300,seg_02C,gene_3985,Wild isolate,4.41340197652954
4301,seg_02C,gene_3998,Lab strain,4.41340197652954
4302,seg_02C,gene_4012,Lab strain,4.41340197652954
4303,seg_02C,gene_4025,Lab strain,4.41340197652954
4304,seg_02C,gene_4038,Lab strain,4.41340197652954
4305,seg_02C,gene_4052,Lab strain,4.41340197652954
4306,seg_02C,gene_4065,Lab strain,4.41340197652954
4307,seg_02C,gene_4078,Lab strain,4.41340197652954
4308,seg_02C,gene_4092,Lab strain,4.41340197652954
4309,seg_02C,gene_4105,Lab strain,4.41340197652954
4310,seg_02C,gene_4118,Lab strain,4.41340197652954
4311,seg_02C,gene_4132,Lab strain,4.41340197652954
4312,seg_02C,gene_4145,Lab strain,4.41340197652954
4313,seg_02C,gene_4158,Lab strain,4.41340197652954
4314,seg_02C,gene_4172,Lab strain,4.41340197652954
4315,seg_02C,gene_4185,Lab strain,4.41340197652954
4316,seg_02C,gene_4198,Lab strain,4.41340197652954
4317,seg_02C,gene_4212,Lab strain,4.41340197652954
4318,seg_02C,gene_4225,Lab strain,4.41340197652954
4319,seg_02C,gene_4238,Lab strain,4.41340197652954
4320,seg_02C,gene_4252,Lab strain,4.41340197652954
4321,seg_02C,gene_4265,Lab strain,4.41340197652954
4322,seg_02C,gene_4278,Lab strain,4.41340197652954
4323,seg_02C,gene_4292,Lab strain,4.41340197652954
4324,seg_02C,gene_4305,Lab strain,4.41340197652954
4325,seg_02C,gene_4318,Lab strain,4.41340197652954
4326,seg_02C,gene_4332,Lab strain,4.41340197652954
4327,seg_02C,gene_4345,Lab strain,4.41340197652954
4328,seg_02C,gene_4358,Lab strain,4.41340197652954
4329,seg_02C,gene_4372,Lab strain,4.41340197652954
4330,seg_02C,gene_4385,Lab strain,4.41340197652954
4331,seg_02C,gene_4398,Lab strain,4.41340197652954
4332,seg_02C,gene_4412,Lab strain,4.41340197652954
4333,seg_02C,gene_4425,Lab strain,4.41340197652954
4334,seg_02C,gene_4438,Lab strain,4.41340197652954
4335,seg_02C,gene_4451,Lab strain,4.41340197652954
4336,seg_02C,gene_4465,Lab strain,4.41340197652954
4337,seg_02C,gene_4478,Wild isolate,4.41340197652954
4338,seg_02C,gene_4491,Wild isolate,4.41340197652954
4339,seg_02C,gene_4505,Wild isolate,4.41340197652954
4340,seg_02C,gene_4518,Lab strain,4.41340197652954
4341,seg_02C,gene_4531,Lab strain,4.41340197652954
4342,seg_02C,gene_4545,Lab strain,4.41340197652954
4343,seg_02C,gene_4558,Lab strain,4.41340197652954
4344,seg_02C,gene_4571,Lab strain,4.41340197652954
4345,seg_02C,gene_4585,Lab strain,4.41340197652954
4346,seg_02C,gene_4598,Lab strain,4.41340197652954
4347,seg_02C,gene_4611,Lab strain,4.41340197652954
4348,seg_02C,gene_4625,Lab strain,4.41340197652954
4349,seg_02C,gene_4638,Lab strain,4.41340197652954
4350,seg_02C,gene_4651,Lab strain,4.41340197652954
4351,seg_02C,gene_4665,Lab strain,4.41340197652954
4352,seg_02C,gene_4678,Lab strain,4.41340197652954
4353,seg_02C,gene_4691,Lab strain,4.41340197652954
4354,seg_02C,gene_4705,Lab strain,4.41340197652954
4355,seg_02C,gene_4718,Lab strain,4.41340197652954
4356,seg_02C,gene_4731,Lab strain,4.41340197652954
4357,seg_02C,gene_4745,Lab strain,4.41340197652954
4358,seg_02C,gene_4758,Lab strain,4.41340197652954
4359,seg_02C,gene_4771,Lab strain,4.41340197652954
4360,seg_02C,gene_4785,Lab strain,4.41340197652954
4361,seg_02C,gene_4798,Lab strain,4.41340197652954
4362,seg_02C,gene_4811,Lab strain,4.41340197652954
4363,seg_02C,gene_4825,Lab strain,4.41340197652954
4364,seg_02C,gene_4838,Lab strain,4.41340197652954
4365,seg_02C,gene_4851,Wild isolate,4.41340197652954
4366,seg_02C,gene_4865,Wild isolate,4.41340197652954
4367,seg_02C,gene_4878,Wild isolate,4.41340197652954
4368,seg_02C,gene_4891,Wild isolate,4.41340197652954
4369,seg_02C,gene_4905,Wild isolate,4.41340197652954
4370,seg_02C,gene_4918,Wild isolate,4.41340197652954
4371,seg_02C,gene_4931,Wild isolate,4.41340197652954
4372,seg_02C,gene_4945,Wild isolate,4.41340197652954
4373,seg_02C,gene_4958,Wild isolate,4.41340197652954
4374,seg_02C,gene_4971,Wild isolate,4.41340197652954
4375,seg_02C,gene_4985,Wild isolate,4.41340197652954
4376,seg_02C,gene_4998,Wild isolate,4.41340197652954
4377,seg_02C,gene_5011,Wild isolate,4.41340197652954
4378,seg_02C,gene_5025,Wild isolate,4.41340197652954
4379,seg_02C,gene_5038,Lab strain,4.41340197652954
4380,seg_02C,gene_5051,Lab strain,4.41340197652954
4381,seg_02C,gene_5065,Lab strain,4.41340197652954
4382,seg_02C,gene_5078,Lab strain,4.41340197652954
4383,seg_02C,gene_5091,Lab strain,4.41340197652954
4384,seg_02C,gene_5104,Lab strain,4.41340197652954
4385,seg_02C,gene_5118,Lab strain,4.41340197652954
4386,seg_02C,gene_5131,Lab strain,4.41340197652954
4387,seg_02C,gene_5144,Lab strain,4.41340197652954
4388,seg_02C,gene_5158,Lab strain,4.41340197652954
4389,seg_02C,gene_5171,Lab strain,4.41340197652954
